"","P_ID","H2_rate","H3_rate","HR_rate","SB_rate","BB_rate","HP_rate","KK_rate","GD_rate"
"1",50030,0.214285714285714,0,0.0857142857142857,0.0116279069767442,0.0658914728682171,0.0116279069767442,0.108527131782946,0.0348837209302326
"2",50036,0.111111111111111,0.111111111111111,0.111111111111111,0,0.151515151515152,0.0909090909090909,0.0909090909090909,0
"3",50040,0.176470588235294,0.00980392156862745,0.0882352941176471,0.0127226463104326,0.0585241730279898,0.0127226463104326,0.183206106870229,0.0229007633587786
"4",50126,0.178571428571429,0,0,0.0233918128654971,0.111111111111111,0.0350877192982456,0.169590643274854,0.0116959064327485
"5",50157,0.1,0,0.15,0.0151515151515152,0.0454545454545455,0.0454545454545455,0.121212121212121,0
"6",50234,0.180327868852459,0,0.0491803278688525,0.0222222222222222,0.0777777777777778,0.0037037037037037,0.218518518518519,0.0148148148148148
"7",50296,0.166666666666667,0,0.166666666666667,0.032258064516129,0.225806451612903,0.032258064516129,0.193548387096774,0
"8",50360,0,0.25,0,0,0.0666666666666667,0,0.333333333333333,0.0666666666666667
"9",50404,0.1,0.0125,0.125,0,0.0524781341107872,0.0145772594752187,0.166180758017493,0.0583090379008746
"10",50441,0.25,0,0.125,0,0.25,0,0.1875,0
"11",50449,0.172413793103448,0,0.103448275862069,0.0236220472440945,0.15748031496063,0.015748031496063,0.102362204724409,0.015748031496063
"12",50464,0.333333333333333,0,0.166666666666667,0,0.28,0,0.12,0.08
"13",50524,0.132352941176471,0.0147058823529412,0.0735294117647059,0.0186046511627907,0.0604651162790698,0.00930232558139535,0.144186046511628,0.0372093023255814
"14",50556,0.5,0,0,0,0,0,0.125,0
"15",50558,0.171875,0,0.078125,0.0231884057971014,0.0608695652173913,0.00579710144927536,0.257971014492754,0.0115942028985507
"16",50592,0.333333333333333,0,0,0.333333333333333,0.166666666666667,0,0,0
"17",50636,0.128205128205128,0,0.0384615384615385,0.0181268882175227,0.0453172205438066,0.00604229607250755,0.205438066465257,0.0332326283987915
"18",50640,0.21875,0.046875,0.03125,0.0446735395189003,0.0790378006872852,0.013745704467354,0.240549828178694,0.013745704467354
"19",50662,0.285714285714286,0,0.142857142857143,0.032258064516129,0.032258064516129,0,0.225806451612903,0.032258064516129
"20",50705,0.166666666666667,0,0,0,0.122448979591837,0,0.36734693877551,0.0204081632653061
"21",50726,0,0,0.333333333333333,0,0.2,0,0.2,0
"22",50815,0.25,0,0.0625,0.0192307692307692,0.0769230769230769,0,0.115384615384615,0.0192307692307692
"23",50835,0.206896551724138,0.0114942528735632,0.0344827586206897,0.0380116959064327,0.108187134502924,0.0175438596491228,0.116959064327485,0.0263157894736842
"24",50900,0,0,0,0,0,0,0,0
"25",50912,0.149253731343284,0,0.104477611940299,0.0099009900990099,0.105610561056106,0.0165016501650165,0.181518151815182,0.0231023102310231
"26",60140,0.2,0.0666666666666667,0.133333333333333,0.0526315789473684,0.12280701754386,0.0350877192982456,0.245614035087719,0
"27",60146,0.173913043478261,0,0.260869565217391,0.0194174757281553,0.12621359223301,0,0.223300970873786,0.0194174757281553
"28",60263,0.222222222222222,0.0138888888888889,0.125,0.00677966101694915,0.088135593220339,0.0135593220338983,0.159322033898305,0.0271186440677966
"29",60264,0.2,0,0.2,0,0,0,0.230769230769231,0
"30",60336,0.0769230769230769,0,0.0769230769230769,0.0158730158730159,0.174603174603175,0,0.206349206349206,0.0634920634920635
"31",60337,0.2,0,0,0,0.0714285714285714,0.0714285714285714,0.0714285714285714,0
"32",60339,0.272727272727273,0,0.363636363636364,0.0181818181818182,0.163636363636364,0.0181818181818182,0.236363636363636,0.0181818181818182
"33",60559,0.269230769230769,0,0.153846153846154,0.0458715596330275,0.155963302752294,0.00917431192660551,0.146788990825688,0.00917431192660551
"34",60768,0.153846153846154,0.0384615384615385,0.0769230769230769,0.0116279069767442,0.0813953488372093,0,0.186046511627907,0.0348837209302326
"35",60841,0.1,0.0285714285714286,0.0857142857142857,0.104234527687296,0.104234527687296,0.0195439739413681,0.231270358306189,0.0195439739413681
"36",60845,0.428571428571429,0.142857142857143,0.142857142857143,0,0.0952380952380952,0,0.19047619047619,0
"37",61101,0.169230769230769,0,0.0923076923076923,0.0252707581227437,0.0613718411552347,0.0108303249097473,0.223826714801444,0.0072202166064982
"38",61145,0.333333333333333,0,0,0,0.4,0,0.1,0
"39",61156,0.2,0,0,0,0.166666666666667,0.0333333333333333,0.166666666666667,0.0333333333333333
"40",61214,0,0,0.222222222222222,0.0266666666666667,0.133333333333333,0.0133333333333333,0.2,0
"41",61268,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.00934579439252336,0.0467289719626168,0.0186915887850467,0.177570093457944,0.0186915887850467
"42",61295,0,0,0.25,0.0535714285714286,0.0892857142857143,0.0178571428571429,0.178571428571429,0.0178571428571429
"43",61365,0.244897959183673,0.0204081632653061,0.102040816326531,0.0330188679245283,0.0849056603773585,0.0188679245283019,0.113207547169811,0.0188679245283019
"44",61457,0.166666666666667,0,0.166666666666667,0.0392156862745098,0.0784313725490196,0.0588235294117647,0.137254901960784,0.0196078431372549
"45",61643,0.161290322580645,0.0645161290322581,0.161290322580645,0,0.0538461538461538,0,0.230769230769231,0.0384615384615385
"46",61895,0.16,0,0.24,0,0.109375,0.0078125,0.25,0.015625
"47",61962,0,0,0.142857142857143,0.05,0.2,0,0.15,0
"48",62056,0.0714285714285714,0,0.357142857142857,0.0338983050847458,0.0847457627118644,0.0338983050847458,0.169491525423729,0.0169491525423729
"49",62146,0.222222222222222,0.111111111111111,0.111111111111111,0,0.0909090909090909,0,0.218181818181818,0
"50",62242,0.142857142857143,0,0.142857142857143,0.0192307692307692,0.0288461538461538,0.00961538461538462,0.115384615384615,0.0192307692307692
"51",62263,0.125,0,0,0,0.12,0,0.04,0.08
"52",62294,0,0,0,0.5,1,0,0,0
"53",62360,0.194444444444444,0.0277777777777778,0.0277777777777778,0.0201342281879195,0.0536912751677852,0.0201342281879195,0.161073825503356,0.0201342281879195
"54",62363,0.107142857142857,0.0119047619047619,0.0476190476190476,0.0246478873239437,0.0598591549295775,0.0246478873239437,0.161971830985915,0.028169014084507
"55",62528,0.111111111111111,0,0.111111111111111,0.0104166666666667,0.0520833333333333,0,0.197916666666667,0.0208333333333333
"56",62595,0.25,0,0.25,0.0909090909090909,0.181818181818182,0,0.0909090909090909,0
"57",62611,0.357142857142857,0,0.0714285714285714,0.0303030303030303,0.0909090909090909,0,0.0909090909090909,0.0303030303030303
"58",62655,0,0,0,0,0.333333333333333,0,0,0.333333333333333
"59",62754,0.172413793103448,0.0172413793103448,0.0689655172413793,0.0292887029288703,0.0585774058577406,0.0167364016736402,0.213389121338912,0.0376569037656904
"60",62869,0.242857142857143,0,0.0857142857142857,0.0154798761609907,0.0619195046439628,0.0123839009287926,0.210526315789474,0.0247678018575851
"61",62908,0,0,0,0,0,0,0,0
"62",62920,0.133333333333333,0,0.0666666666666667,0.0125,0.175,0.0125,0.1875,0.025
"63",62937,0.181818181818182,0.0909090909090909,0.181818181818182,0,0.0740740740740741,0,0.037037037037037,0
"64",62951,0.294117647058824,0,0.176470588235294,0.0144927536231884,0.115942028985507,0.0144927536231884,0.0869565217391304,0.0144927536231884
"65",63103,1,0,0,0,0.333333333333333,0,0.222222222222222,0
"66",63248,0.157894736842105,0,0,0,0.0917431192660551,0,0.247706422018349,0.00917431192660551
"67",63292,0.222222222222222,0,0.111111111111111,0,0.126126126126126,0,0.153153153153153,0.036036036036036
"68",63342,0.157894736842105,0,0.0526315789473684,0,0.0412371134020619,0.0103092783505155,0.257731958762887,0.0103092783505155
"69",63348,0.230769230769231,0,0.153846153846154,0.0140845070422535,0.0563380281690141,0.0140845070422535,0.140845070422535,0
"70",63464,0.157894736842105,0,0.0526315789473684,0.0434782608695652,0.130434782608696,0,0.130434782608696,0.0289855072463768
"71",63492,0,0,1,0,0,0,0.333333333333333,0
"72",63512,0.37037037037037,0,0.148148148148148,0.0099009900990099,0.0693069306930693,0.0099009900990099,0.287128712871287,0.0198019801980198
"73",63543,0.125,0,0.25,0.0446428571428571,0.0714285714285714,0,0.258928571428571,0.0357142857142857
"74",63628,0.1875,0,0.0625,0.0170940170940171,0.0427350427350427,0,0.0854700854700855,0.0427350427350427
"75",63638,0.0476190476190476,0,0.0476190476190476,0.0384615384615385,0.00961538461538462,0,0.211538461538462,0.0288461538461538
"76",63765,0.117647058823529,0.117647058823529,0.176470588235294,0.0161290322580645,0.0645161290322581,0,0.145161290322581,0
"77",63894,0.294117647058824,0,0.0588235294117647,0.0252100840336134,0.151260504201681,0.0168067226890756,0.260504201680672,0.0168067226890756
"78",63950,0.0833333333333333,0.0833333333333333,0.0833333333333333,0,0.125,0.0208333333333333,0.0833333333333333,0
"79",63959,0.2,0,0.0666666666666667,0,0.0963855421686747,0.036144578313253,0.168674698795181,0.036144578313253
"80",63961,0.25,0,0.25,0.0714285714285714,0.142857142857143,0,0.0714285714285714,0
"81",63991,0.137931034482759,0,0.0344827586206897,0.00826446280991736,0.0661157024793388,0.0247933884297521,0.0991735537190083,0.0247933884297521
"82",64021,0.173913043478261,0,0.144927536231884,0.0289855072463768,0.0869565217391304,0.0108695652173913,0.170289855072464,0.0072463768115942
"83",64029,0.166666666666667,0,0.166666666666667,0,0.2,0,0.2,0.05
"84",64047,0.25,0,0.0833333333333333,0.0307692307692308,0.123076923076923,0.0153846153846154,0.138461538461538,0.0307692307692308
"85",64051,0.0952380952380952,0,0.19047619047619,0.0222222222222222,0.0777777777777778,0.0111111111111111,0.166666666666667,0.0333333333333333
"86",64554,0.181818181818182,0,0.181818181818182,0,0.188405797101449,0.0144927536231884,0.130434782608696,0.0434782608695652
"87",64565,0.192307692307692,0,0,0.0103092783505155,0.0309278350515464,0.0103092783505155,0.0927835051546392,0.0103092783505155
"88",64596,0,0,0,0,0.222222222222222,0,0.222222222222222,0
"89",64718,0.166666666666667,0,0.25,0.0606060606060606,0.0606060606060606,0.0303030303030303,0.121212121212121,0.0303030303030303
"90",64760,0.230769230769231,0,0.230769230769231,0.0327868852459016,0.131147540983607,0.0327868852459016,0.213114754098361,0
"91",64768,0.185185185185185,0,0,0.0333333333333333,0.0888888888888889,0.0111111111111111,0.1,0.0111111111111111
"92",64805,0.666666666666667,0,0,0,0.222222222222222,0,0,0
"93",64861,0.0810810810810811,0.0540540540540541,0.0810810810810811,0.0297029702970297,0.113861386138614,0.0099009900990099,0.183168316831683,0.0198019801980198
"94",64893,0.25,0,0.05,0.0176991150442478,0.0884955752212389,0.00884955752212389,0.185840707964602,0.0176991150442478
"95",64995,0.272727272727273,0.0454545454545455,0.0909090909090909,0.032,0.152,0.04,0.168,0.008
"96",65042,0.142857142857143,0,0.142857142857143,0.024390243902439,0.158536585365854,0.0121951219512195,0.146341463414634,0
